Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
83,63,60,50,66,5,3,6.89,Placed
43,65,62,32,20,3,3,8.63,Placed
96,37,23,97,35,4,2,9.76,Placed
88,51,67,77,99,5,3,7.57,Placed
82,44,20,61,22,5,2,9.37,Placed
91,61,76,49,97,3,3,8.7,Placed
90,30,64,74,80,5,0,8.67,Placed
58,97,44,38,86,4,0,5.64,Placed
90,31,58,90,79,1,3,9.78,Placed
70,89,50,51,47,1,0,5.53,Placed
85,23,40,61,69,2,1,8.6,Placed
82,80,35,37,88,5,3,5.45,Placed
84,62,48,93,96,0,2,6.89,Placed
85,68,91,75,49,1,2,5.58,Placed
45,34,31,63,95,1,0,7.86,Placed
48,60,68,93,20,2,0,7.95,Placed
52,69,74,60,66,5,1,7.6,Placed
78,95,48,33,70,0,3,6.58,Placed
92,57,48,83,78,1,2,5.73,Placed
82,24,96,60,59,4,0,6.37,Placed
94,93,81,100,47,3,2,8.52,Placed
64,27,62,39,46,5,1,8.5,Placed
43,42,82,70,58,5,1,9.96,Placed
75,70,63,74,80,2,3,6.96,Placed
73,56,56,44,90,3,0,5.65,Placed
88,94,26,58,78,5,1,7.89,Placed
68,81,57,38,46,1,1,8.68,Placed
40,66,93,33,38,3,3,8.4,Placed
50,27,32,65,80,1,0,5.59,Placed
72,63,95,75,39,5,3,6.23,Placed
47,50,70,82,58,5,1,8.26,Placed
64,31,79,68,55,5,3,6.84,Placed
47,34,30,35,82,5,1,5.12,Placed
76,93,81,55,32,4,1,6.92,Placed
81,75,58,93,36,0,2,5.32,Placed
98,88,43,71,22,3,3,5.32,Placed
93,94,88,35,46,5,0,5.9,Placed
78,43,20,91,77,2,0,5.2,Placed
76,46,40,31,91,2,0,5.42,Placed
47,84,58,66,89,1,3,9.89,Placed
82,20,51,58,25,4,2,8.3,Placed
68,37,93,82,60,4,2,8.03,Placed
72,46,32,25,50,0,1,5.71,Placed
94,47,37,97,90,1,2,6.39,Placed
86,99,74,29,90,2,2,6.91,Placed
97,40,71,78,30,2,3,9.7,Placed
49,88,46,29,100,5,2,9.98,Placed
84,44,67,92,85,4,1,7.1,Placed
49,60,75,68,23,4,1,5.39,Placed
47,88,34,90,72,0,2,8.2,Placed
63,62,54,38,48,2,0,5.49,Placed
54,68,33,35,42,4,2,7.94,Placed
91,82,32,87,64,5,2,7.76,Placed
78,32,26,41,60,3,1,6.73,Placed
87,88,90,96,71,3,1,6.3,Placed
83,85,39,36,38,3,2,5.26,Placed
86,67,51,97,73,5,3,5.92,Placed
62,79,84,56,55,3,1,6.53,Placed
94,31,59,72,60,0,0,5.38,Placed
55,31,41,93,27,0,2,7.77,Placed
71,21,74,85,37,3,3,7.58,Placed
83,88,35,71,21,4,1,9.55,Placed
87,20,74,88,64,1,0,8.04,Placed
50,87,48,42,29,2,1,7.57,Placed
100,26,74,83,68,1,2,9.85,Placed
61,51,89,35,57,2,3,6.47,Placed
53,20,100,92,70,1,2,9.65,Placed
81,85,24,79,99,3,0,6.78,Placed
79,78,62,58,65,0,0,6.75,Placed
86,43,71,65,21,0,3,7.46,Placed
45,87,85,39,72,0,3,5.03,Placed
89,52,48,80,70,2,2,6.82,Placed
97,43,88,54,33,3,3,5.81,Placed
62,75,20,65,45,0,1,6.42,Placed
48,70,73,62,24,1,1,9.74,Placed
82,54,35,73,82,4,3,9.0,Placed
85,36,61,71,84,5,3,5.66,Placed
46,22,36,39,64,4,0,8.84,Placed
55,26,63,74,96,5,0,7.17,Placed
58,56,82,30,74,1,1,8.65,Placed
51,51,55,34,53,5,1,8.33,Placed
67,45,80,33,84,4,1,5.94,Placed
94,95,100,39,49,0,1,7.01,Placed
57,44,38,74,22,4,1,5.45,Placed
43,68,72,87,59,5,1,6.11,Placed
67,81,27,85,74,5,0,6.52,Placed
57,66,55,64,73,1,2,9.48,Placed
51,25,20,26,61,1,2,7.36,Placed
98,97,32,75,43,2,3,6.82,Placed
59,34,32,21,90,1,2,6.8,Placed
91,66,95,87,97,2,1,8.25,Placed
53,94,69,31,33,1,0,5.21,Placed
98,44,44,77,32,0,2,6.51,Placed
70,45,88,39,25,1,1,7.09,Placed
85,52,91,64,66,3,0,9.55,Placed
44,81,73,87,84,0,1,8.0,Placed
84,36,57,25,92,0,1,8.7,Placed
65,83,88,85,29,1,3,8.75,Placed
64,91,69,71,97,2,1,5.92,Placed
50,93,47,95,21,4,3,7.52,Placed
86,87,53,58,48,2,2,7.76,Placed
50,48,25,88,50,2,0,8.2,Placed
100,55,37,54,26,5,1,9.95,Placed
53,88,34,20,64,5,2,6.62,Placed
100,90,53,37,72,4,2,6.62,Placed
43,100,21,65,48,5,2,5.88,Placed
41,88,94,33,68,5,2,9.35,Placed
80,97,90,46,76,1,2,6.34,Placed
77,100,70,39,77,1,3,6.84,Placed
97,81,31,83,43,3,1,9.08,Placed
51,44,92,82,43,5,2,5.11,Placed
50,42,70,97,44,0,1,5.36,Placed
55,78,71,32,87,1,0,8.02,Placed
64,69,22,34,21,5,0,5.66,Placed
89,30,54,38,100,4,0,8.96,Placed
40,33,89,63,30,1,1,7.4,Placed
76,76,40,59,62,3,1,6.22,Placed
74,54,100,89,35,0,0,5.51,Placed
58,33,85,73,38,0,1,5.12,Placed
67,69,38,65,56,1,3,8.43,Placed
85,34,82,41,34,1,0,9.78,Placed
58,65,29,98,62,0,2,9.62,Placed
98,30,25,97,39,1,3,7.65,Placed
78,43,74,39,58,4,2,6.74,Placed
46,54,83,67,53,5,0,8.94,Placed
95,39,38,60,38,3,3,8.61,Placed
90,81,28,34,93,3,2,5.72,Placed
60,36,43,69,65,2,3,7.12,Placed
84,72,97,62,37,5,1,6.92,Placed
75,83,88,88,83,4,1,6.92,Placed
77,73,87,93,48,5,0,6.18,Placed
40,46,22,66,91,3,1,9.6,Placed
43,64,66,37,57,3,1,9.18,Placed
75,73,51,46,48,0,1,5.59,Placed
84,38,68,23,74,2,0,8.51,Placed
82,94,29,81,96,1,0,5.73,Placed
49,30,51,29,21,4,3,5.75,Placed
51,80,37,87,58,3,3,8.61,Placed
68,21,56,34,39,0,0,8.02,Placed
51,84,40,21,70,3,3,7.77,Placed
93,53,93,84,59,5,1,7.12,Placed
50,54,31,86,68,1,1,7.0,Placed
43,48,70,43,91,4,0,9.08,Placed
69,81,60,71,68,1,0,9.02,Placed
81,74,44,54,33,0,0,6.81,Placed
89,62,23,50,56,1,0,5.33,Placed
78,21,59,44,90,1,0,6.2,Placed
45,92,92,25,92,3,0,5.24,Placed
45,59,21,65,56,3,1,6.57,Placed
65,65,36,32,62,3,0,7.51,Placed
89,39,23,95,68,3,0,6.45,Placed
49,79,30,100,31,5,1,9.42,Placed
91,38,40,84,86,5,2,7.24,Placed
48,63,57,66,99,3,0,9.45,Placed
89,69,50,46,98,4,0,9.79,Placed
76,100,83,32,21,1,2,7.74,Placed
91,31,83,32,78,2,1,9.67,Placed
50,28,55,93,66,2,0,5.36,Placed
85,78,53,80,52,3,1,9.7,Placed
76,82,25,66,56,3,3,9.29,Placed
98,36,76,66,85,4,2,6.87,Placed
83,72,84,77,53,5,0,8.1,Placed
81,27,51,91,21,1,0,6.45,Placed
50,92,71,29,48,3,3,8.35,Placed
62,79,79,88,79,0,0,5.9,Placed
46,70,75,45,71,2,0,6.59,Placed
78,82,47,80,34,2,3,5.19,Placed
49,80,38,47,60,4,0,9.94,Placed
89,68,27,66,75,3,1,5.27,Placed
95,22,74,54,52,5,1,5.42,Placed
44,55,71,30,58,5,3,9.36,Placed
73,47,53,43,26,0,3,6.71,Placed
88,58,41,45,64,3,3,7.38,Placed
84,40,75,65,93,3,0,7.8,Placed
97,96,45,29,94,4,1,6.62,Placed
92,60,21,39,78,1,3,9.32,Placed
47,72,53,86,20,3,1,8.17,Placed
80,94,32,24,47,5,1,7.1,Placed
74,41,96,68,47,2,1,9.76,Placed
83,93,21,67,66,0,2,9.48,Placed
72,35,83,78,72,3,2,6.76,Placed
74,74,86,62,34,1,3,7.14,Placed
51,90,96,40,89,3,3,6.43,Placed
82,75,56,99,32,0,0,5.45,Placed
41,98,72,33,83,5,0,8.17,Placed
72,94,24,57,73,1,1,8.88,Placed
75,68,34,45,80,0,2,9.84,Placed
98,79,72,70,20,2,1,7.54,Placed
57,53,59,73,50,0,3,5.16,Placed
41,39,67,86,96,2,2,5.85,Placed
76,75,50,91,70,1,3,9.14,Placed
91,93,74,36,69,5,1,7.02,Placed
60,86,40,75,49,0,1,7.52,Placed
80,93,70,100,53,4,1,9.74,Placed
53,31,31,23,75,0,1,5.14,Not Placed
85,89,30,93,68,0,1,9.92,Placed
80,100,65,43,50,5,1,6.48,Placed
74,51,68,53,26,2,0,9.67,Placed
80,22,94,33,34,3,0,5.54,Placed
58,53,43,31,29,3,2,9.56,Placed
53,70,32,82,22,3,0,7.43,Placed
80,29,46,73,68,2,3,9.04,Placed
51,58,21,42,92,5,0,5.59,Placed
61,64,81,98,96,4,0,5.79,Placed
87,52,35,44,97,0,0,7.59,Placed
88,39,47,66,34,1,0,6.64,Placed
54,30,36,54,55,3,1,9.77,Placed
62,90,57,79,83,3,3,9.61,Placed
56,42,45,55,70,0,2,5.83,Placed
53,82,75,77,74,4,2,9.08,Placed
79,33,97,69,74,1,2,6.87,Placed
80,28,77,41,24,4,2,7.93,Placed
58,97,87,65,70,0,0,5.9,Placed
60,74,43,65,51,0,1,8.28,Placed
63,38,60,35,21,2,0,8.58,Placed
53,79,92,61,49,4,0,6.93,Placed
78,47,87,47,33,4,2,8.58,Placed
100,29,93,73,75,2,2,5.99,Placed
43,83,83,25,55,3,0,5.62,Placed
50,96,61,95,69,1,0,6.43,Placed
81,93,20,79,56,1,3,5.19,Placed
74,87,25,63,22,0,3,5.48,Placed
91,73,58,55,60,2,3,5.4,Placed
89,60,83,98,26,3,2,8.48,Placed
69,83,35,67,99,0,0,6.12,Placed
92,21,37,33,61,5,3,6.13,Placed
45,44,67,88,20,5,0,6.3,Placed
90,25,34,26,58,0,2,6.65,Placed
79,68,54,41,37,4,3,5.6,Placed
60,38,94,72,77,5,0,7.61,Placed
55,93,81,82,55,2,3,6.13,Placed
56,57,30,65,91,1,1,8.47,Placed
44,83,27,47,21,5,1,7.34,Placed
64,44,82,33,63,1,2,8.8,Placed
59,78,39,84,33,1,1,9.58,Placed
64,77,99,85,45,3,1,5.34,Placed
67,41,59,93,33,1,3,9.38,Placed
87,34,50,22,78,1,2,5.14,Placed
82,87,77,65,53,0,0,6.77,Placed
53,39,70,84,75,4,2,5.27,Placed
57,67,32,26,68,5,3,5.97,Placed
52,71,42,96,55,4,3,7.59,Placed
46,26,51,34,48,0,0,9.48,Placed
76,54,50,28,88,0,2,6.13,Placed
79,71,70,70,32,1,2,7.48,Placed
50,46,64,56,96,2,0,5.47,Placed
72,99,81,59,50,1,2,8.41,Placed
50,43,62,78,38,0,3,7.14,Placed
41,42,53,29,41,5,0,7.97,Placed
70,94,20,82,51,3,0,5.23,Placed
41,92,57,49,87,4,1,8.77,Placed
89,32,32,58,62,3,3,8.67,Placed
74,52,82,52,66,3,0,9.14,Placed
59,62,86,96,81,0,2,8.43,Placed
86,22,38,72,48,5,1,6.79,Placed
41,51,93,75,66,1,0,5.97,Placed
64,33,55,100,89,3,1,6.33,Placed
83,64,62,70,95,3,2,6.55,Placed
42,94,86,63,98,0,3,8.98,Placed
76,64,56,34,21,3,1,7.33,Placed
49,86,57,99,91,5,1,6.52,Placed
58,28,57,21,78,0,1,6.42,Placed
77,35,26,82,59,0,3,6.76,Placed
93,20,26,52,37,2,2,8.93,Placed
72,91,39,31,54,1,1,7.16,Placed
98,30,57,48,24,3,2,6.24,Placed
83,69,74,71,32,2,2,7.99,Placed
51,92,75,61,94,1,1,6.25,Placed
66,90,45,58,59,0,2,7.83,Placed
80,79,89,43,68,3,0,5.69,Placed
68,60,84,65,79,2,3,7.33,Placed
66,79,23,91,23,3,0,8.78,Placed
79,58,51,94,85,2,1,8.1,Placed
97,92,57,26,70,1,3,8.35,Placed
69,86,78,26,30,0,2,9.15,Placed
81,33,62,96,32,2,3,8.45,Placed
95,27,35,94,85,5,0,8.51,Placed
73,38,91,83,37,1,1,6.5,Placed
59,20,82,99,45,0,0,5.0,Placed
78,35,86,32,51,1,0,7.37,Placed
93,84,76,70,27,0,2,7.02,Placed
51,50,89,53,98,5,3,9.3,Placed
79,35,75,38,22,1,1,9.09,Placed
82,50,41,85,89,1,3,7.4,Placed
58,32,95,83,67,5,2,6.96,Placed
84,33,79,73,74,1,0,6.42,Placed
47,92,69,21,94,2,0,8.23,Placed
97,99,76,25,65,1,3,9.41,Placed
69,55,21,40,65,4,1,6.74,Placed
85,87,69,85,28,1,1,6.76,Placed
86,92,63,78,37,2,2,9.62,Placed
44,81,68,80,97,5,1,7.88,Placed
99,84,87,53,36,5,2,7.94,Placed
77,64,94,99,71,0,0,5.15,Placed
86,40,49,32,33,3,3,6.62,Placed
54,50,33,42,69,3,0,5.31,Placed
56,34,24,29,76,2,0,9.62,Placed
60,33,77,68,37,5,1,5.98,Placed
71,76,56,48,45,5,1,7.17,Placed
73,44,31,94,23,5,0,6.02,Placed
91,37,20,66,72,4,0,6.7,Placed
83,87,83,44,46,4,3,7.5,Placed
62,99,91,37,28,3,3,8.13,Placed
95,29,92,30,36,4,2,5.5,Placed
71,49,26,96,89,2,0,6.12,Placed
100,57,52,69,65,0,1,9.84,Placed
44,88,93,50,86,4,2,7.0,Placed
43,89,34,94,80,2,0,5.16,Placed
66,53,45,62,27,1,1,7.74,Placed
86,62,27,50,83,0,0,6.73,Placed
44,73,96,98,30,4,3,9.73,Placed
57,25,33,24,83,4,1,8.25,Placed
67,81,58,49,22,0,0,8.87,Placed
91,45,88,97,68,5,0,7.76,Placed
43,69,68,36,75,5,3,7.75,Placed
47,76,35,98,67,2,1,6.72,Placed
98,27,50,49,31,4,0,6.14,Placed
87,88,92,25,21,5,1,9.06,Placed
44,27,36,76,43,2,0,6.57,Placed
78,51,57,36,97,3,3,8.29,Placed
82,29,29,52,89,1,3,8.53,Placed
92,65,48,76,58,2,2,9.34,Placed
55,87,54,60,89,4,0,5.27,Placed
97,72,99,82,55,0,1,9.56,Placed
93,86,49,59,90,1,0,6.86,Placed
92,38,24,50,76,5,3,9.77,Placed
41,83,24,54,55,4,3,6.5,Placed
45,27,55,98,69,3,0,9.31,Placed
64,76,25,48,46,3,1,8.3,Placed
74,26,59,24,89,2,0,9.55,Placed
88,63,53,95,47,0,2,8.63,Placed
79,75,74,27,33,4,3,9.76,Placed
99,56,88,79,74,4,2,5.81,Placed
64,79,50,36,21,2,2,5.43,Placed
55,89,57,63,93,3,0,8.08,Placed
63,54,52,97,21,0,2,7.84,Placed
60,53,42,76,79,0,3,5.04,Placed
42,65,81,91,47,3,0,7.9,Placed
45,55,98,90,60,0,3,5.9,Placed
89,55,53,83,36,1,1,5.73,Placed
79,26,49,34,24,1,3,7.9,Placed
42,90,49,27,53,2,0,8.39,Placed
94,65,89,25,96,1,2,5.55,Placed
72,76,34,85,29,1,1,6.63,Placed
63,73,29,74,56,1,0,6.63,Placed
90,66,62,72,67,3,2,8.11,Placed
50,67,25,57,39,4,0,5.53,Placed
53,60,85,85,94,5,2,9.7,Placed
64,94,24,39,68,5,0,9.78,Placed
99,48,92,84,93,5,3,7.69,Placed
47,87,26,97,80,5,3,6.58,Placed
52,93,57,51,62,1,2,6.15,Placed
60,34,50,76,72,2,0,6.76,Placed
72,29,66,81,97,1,3,8.93,Placed
54,92,36,88,51,3,1,8.03,Placed
90,56,63,60,35,0,3,7.11,Placed
49,93,83,100,45,1,3,5.08,Placed
47,73,53,90,80,5,0,5.63,Placed
42,75,23,41,29,1,3,9.52,Placed
62,36,71,91,50,5,2,5.6,Placed
97,63,95,97,98,0,0,5.37,Placed
98,65,77,72,100,3,3,6.45,Placed
70,37,43,95,85,0,1,9.48,Placed
77,95,67,78,68,2,3,5.88,Placed
86,95,55,32,49,2,3,6.71,Placed
76,86,87,94,85,3,2,6.61,Placed
60,42,38,25,46,3,2,7.88,Placed
79,60,32,64,56,1,0,6.44,Placed
71,76,48,41,56,2,0,9.62,Placed
82,55,38,32,46,4,1,5.14,Placed
97,25,89,88,44,0,3,9.16,Placed
41,67,46,56,93,3,3,7.6,Placed
93,78,57,34,35,3,3,7.47,Placed
45,37,55,34,65,0,1,8.64,Placed
60,40,84,62,55,3,0,8.53,Placed
60,24,75,32,86,2,1,9.21,Placed
82,100,24,100,21,1,1,7.93,Placed
95,48,45,53,80,1,3,9.07,Placed
86,83,56,36,45,5,0,9.75,Placed
94,47,20,75,28,3,1,8.55,Placed
42,73,53,98,68,5,1,8.19,Placed
70,87,43,58,49,2,3,7.45,Placed
80,70,96,65,89,3,2,5.48,Placed
47,56,73,77,61,1,3,5.58,Placed
69,60,34,64,70,5,1,8.87,Placed
70,82,96,72,50,0,2,6.34,Placed
53,72,27,91,61,2,2,7.06,Placed
91,76,74,71,53,0,2,7.43,Placed
54,63,25,59,77,3,1,7.86,Placed
50,88,46,100,34,4,2,5.65,Placed
74,22,22,68,31,5,2,9.56,Placed
89,90,28,26,86,1,2,7.68,Placed
50,88,70,49,57,1,2,6.66,Placed
53,90,51,21,24,0,0,7.51,Placed
90,82,25,40,56,2,0,6.15,Placed
89,51,24,54,35,3,3,5.66,Placed
87,54,30,29,29,4,3,5.1,Placed
87,89,97,39,32,5,3,5.97,Placed
78,59,61,74,85,5,0,6.51,Placed
69,45,32,53,93,3,3,6.46,Placed
45,48,72,91,55,3,2,9.54,Placed
74,84,51,68,22,3,3,9.76,Placed
88,89,33,77,48,4,0,6.99,Placed
54,77,67,81,92,0,2,6.66,Placed
91,100,30,32,91,1,1,9.32,Placed
71,95,51,30,38,3,3,7.62,Placed
93,92,49,27,83,2,3,6.56,Placed
61,39,24,61,92,4,3,9.36,Placed
57,46,91,82,89,3,2,9.8,Placed
55,61,79,81,85,4,0,9.61,Placed
67,29,68,36,21,1,0,5.83,Placed
68,34,24,74,83,1,3,5.7,Placed
95,90,73,71,21,2,0,7.18,Placed
58,54,86,61,98,2,1,5.71,Placed
73,46,98,67,86,4,2,7.36,Placed
53,62,37,41,87,5,3,5.05,Placed
66,42,39,80,28,0,2,8.51,Placed
52,32,88,78,62,0,0,8.12,Placed
78,40,28,64,91,1,2,8.14,Placed
99,44,55,56,74,4,2,6.84,Placed
89,71,52,91,89,5,1,5.39,Placed
49,33,47,55,42,2,0,5.63,Placed
73,95,69,62,93,4,2,9.83,Placed
87,98,80,46,41,0,1,9.95,Placed
45,98,38,38,41,3,0,6.62,Placed
97,26,37,85,76,3,3,6.64,Placed
72,35,50,91,70,3,3,8.53,Placed
62,59,86,60,87,0,1,9.78,Placed
100,55,38,75,91,3,3,8.48,Placed
56,35,91,75,64,1,0,9.33,Placed
94,79,64,74,47,4,1,6.91,Placed
51,21,45,76,66,4,1,5.03,Placed
59,62,32,67,52,4,0,8.03,Placed
42,55,81,70,25,5,2,6.37,Placed
43,93,23,80,97,5,3,7.45,Placed
70,89,33,24,67,0,1,8.53,Placed
51,36,30,73,35,0,3,8.19,Placed
43,60,32,89,55,1,0,6.66,Placed
83,60,41,95,66,4,0,9.7,Placed
65,73,27,28,44,4,1,8.64,Placed
45,42,76,25,55,4,1,8.44,Placed
66,42,20,59,55,4,2,5.59,Placed
69,92,31,92,79,0,0,9.59,Placed
51,31,43,60,95,5,0,8.83,Placed
90,21,47,67,78,0,1,6.54,Placed
83,44,36,59,26,3,2,5.89,Placed
48,92,60,72,48,1,2,9.42,Placed
51,57,53,76,53,0,3,6.78,Placed
63,64,86,77,100,5,1,5.18,Placed
93,94,69,39,88,4,1,9.97,Placed
67,64,56,46,63,5,2,5.45,Placed
89,46,53,47,79,2,0,9.61,Placed
73,100,43,80,37,3,2,6.86,Placed
64,95,24,61,33,5,2,9.35,Placed
40,40,73,80,62,2,0,5.94,Placed
62,59,40,79,89,1,0,7.2,Placed
79,78,95,93,75,5,3,7.37,Placed
55,52,67,96,63,3,3,6.5,Placed
99,49,84,33,73,3,2,9.77,Placed
65,95,23,40,85,1,2,9.43,Placed
84,87,45,92,37,1,2,8.94,Placed
43,31,59,38,64,3,3,5.83,Placed
40,38,45,42,58,2,0,5.92,Placed
94,46,75,31,51,1,2,5.02,Placed
50,64,32,80,90,5,3,8.49,Placed
98,80,68,79,51,0,3,5.64,Placed
88,37,71,61,56,5,3,7.98,Placed
74,29,64,82,95,0,1,9.43,Placed
51,50,67,66,63,4,0,8.05,Placed
88,70,29,49,37,3,1,5.22,Placed
59,75,31,63,69,5,1,7.13,Placed
58,59,69,81,24,2,3,5.9,Placed
65,86,33,79,30,2,0,8.28,Placed
65,21,40,60,36,4,3,8.43,Placed
40,82,71,74,26,2,3,6.29,Placed
80,34,97,77,84,2,3,8.56,Placed
94,88,66,34,42,3,3,9.35,Placed
45,39,20,63,95,2,1,7.57,Placed
79,78,75,26,79,2,0,5.61,Placed
71,78,66,26,96,5,2,6.26,Placed
61,57,23,89,54,1,2,6.78,Placed
41,77,61,58,24,4,0,6.79,Placed
42,88,70,51,42,0,0,5.63,Placed
49,83,75,55,64,3,1,9.59,Placed
97,87,92,78,25,0,2,6.86,Placed
49,97,32,68,85,5,0,6.69,Placed
80,58,74,71,22,1,2,8.61,Placed
87,30,75,34,44,4,2,9.97,Placed
79,85,89,51,26,2,3,6.08,Placed
99,75,55,43,55,4,0,8.02,Placed
98,43,56,54,20,3,1,5.09,Placed
66,36,55,54,79,4,2,5.49,Placed
54,22,61,48,28,4,2,8.64,Placed
78,78,95,73,96,2,3,7.38,Placed
75,21,63,63,60,2,3,5.76,Placed
94,83,46,88,41,5,3,6.28,Placed
42,93,30,100,82,4,2,5.42,Placed
87,87,67,58,57,2,3,8.37,Placed
41,39,99,94,41,4,2,7.82,Placed
66,22,56,91,82,1,3,9.61,Placed
48,68,97,35,32,3,1,6.06,Placed
47,93,57,42,40,5,3,7.75,Placed
62,47,73,96,55,2,2,8.15,Placed
82,60,84,88,88,3,1,9.3,Placed
71,79,56,77,40,1,3,6.44,Placed
74,62,79,42,32,3,3,9.87,Placed
66,44,23,99,48,1,0,8.0,Placed
86,72,22,61,98,1,1,7.85,Placed
70,31,67,22,96,5,3,7.76,Placed
95,44,40,78,67,5,1,5.88,Placed
99,45,61,36,57,0,0,6.04,Placed
69,78,51,97,76,1,1,9.86,Placed
72,34,97,62,40,1,3,8.61,Placed
44,20,24,72,86,3,3,5.35,Placed
66,53,88,35,97,5,0,7.19,Placed
92,27,57,70,25,2,3,8.58,Placed
72,100,76,74,35,0,1,9.24,Placed
88,94,34,41,66,3,2,5.71,Placed
55,81,46,53,32,2,0,7.29,Placed
85,82,51,53,63,2,3,6.65,Placed
68,53,92,55,96,0,1,5.74,Placed
58,23,48,67,92,2,2,6.53,Placed
85,40,92,59,80,5,3,8.37,Placed
49,36,38,97,57,3,2,8.18,Placed
41,47,94,58,38,4,0,6.3,Placed
86,85,86,71,81,4,1,9.86,Placed
81,39,95,84,60,4,2,6.89,Placed
99,82,41,87,81,1,3,9.49,Placed
40,28,63,48,59,1,1,5.75,Placed
78,35,45,65,83,3,0,9.2,Placed
94,87,49,45,66,5,0,6.99,Placed
46,62,84,28,54,4,0,9.85,Placed
43,77,92,86,51,1,2,8.99,Placed
51,51,49,78,42,0,2,7.76,Placed
45,44,28,36,86,2,0,6.04,Placed
55,94,94,81,79,0,0,6.59,Placed
80,29,45,81,34,3,0,7.38,Placed
46,89,95,47,96,3,2,7.85,Placed
77,75,34,76,44,4,3,9.96,Placed
56,72,96,54,83,5,1,6.64,Placed
70,85,56,58,53,4,1,6.71,Placed
83,91,84,59,100,3,0,9.89,Placed
100,43,82,20,60,4,3,7.48,Placed
51,28,75,58,32,3,2,8.19,Placed
74,43,44,33,49,1,2,7.51,Placed
60,87,80,33,58,4,1,7.86,Placed
49,61,40,44,70,1,1,8.05,Placed
50,61,86,80,96,3,2,6.14,Placed
56,80,58,67,38,2,2,8.63,Placed
93,60,77,59,74,4,3,8.81,Placed
40,71,27,72,65,5,1,9.87,Placed
89,55,22,45,46,5,2,6.47,Placed
63,23,61,74,68,2,1,8.99,Placed
79,84,76,55,33,0,1,5.8,Placed
86,81,95,80,25,5,3,8.44,Placed
98,82,51,55,97,4,3,5.3,Placed
43,63,55,88,67,3,2,5.56,Placed
48,29,61,72,39,1,2,7.87,Placed
75,31,76,51,61,4,2,7.78,Placed
92,57,22,37,28,5,2,9.79,Placed
63,77,47,43,61,3,1,7.3,Placed
61,45,53,52,97,5,0,5.7,Placed
81,72,74,70,82,0,0,9.56,Placed
72,67,22,92,75,0,2,8.95,Placed
71,56,93,62,28,5,0,7.83,Placed
75,34,88,40,85,0,3,8.05,Placed
52,29,75,55,79,3,1,8.25,Placed
44,43,93,63,78,4,3,9.45,Placed
65,93,57,20,99,3,0,5.04,Placed
60,74,39,53,48,4,2,7.66,Placed
81,45,93,65,93,1,1,8.86,Placed
53,59,43,32,23,4,0,8.9,Placed
74,64,28,61,60,1,1,6.01,Placed
50,74,54,49,47,2,0,5.69,Placed
97,76,35,68,23,3,1,6.9,Placed
68,76,71,45,46,3,0,5.46,Placed
51,84,94,86,35,1,1,5.6,Placed
71,97,65,60,73,1,1,9.93,Placed
91,84,66,81,52,4,0,9.72,Placed
41,20,68,73,71,0,2,6.8,Placed
59,28,75,58,49,5,0,8.25,Placed
91,69,80,22,55,5,2,5.23,Placed
94,51,42,92,21,1,1,5.7,Placed
70,24,27,96,46,5,2,6.86,Placed
66,40,73,42,42,4,1,8.71,Placed
91,43,66,34,40,0,3,6.02,Placed
65,100,67,53,99,2,0,8.92,Placed
61,23,80,24,38,3,0,7.7,Placed
88,96,87,41,40,0,0,6.74,Placed
54,31,73,28,34,3,3,9.92,Placed
94,88,76,37,97,5,0,6.56,Placed
70,52,36,61,89,2,0,7.39,Placed
87,93,45,36,48,4,1,9.03,Placed
49,48,30,32,71,2,0,6.25,Placed
56,43,58,62,79,5,2,8.8,Placed
48,61,74,67,38,4,0,8.74,Placed
91,69,100,26,45,1,0,5.71,Placed
42,50,40,70,61,0,3,7.42,Placed
62,44,100,93,71,3,1,7.27,Placed
56,89,76,35,55,5,2,6.69,Placed
97,43,52,63,82,4,3,8.32,Placed
82,63,86,53,28,2,3,8.21,Placed
74,36,32,49,78,0,0,7.75,Placed
58,36,64,59,77,3,0,9.83,Placed
72,43,70,85,44,1,1,8.88,Placed
52,65,87,96,39,4,0,9.0,Placed
63,89,49,87,41,2,1,5.5,Placed
50,99,48,39,89,4,3,9.29,Placed
57,26,71,57,69,4,3,9.47,Placed
69,61,37,58,20,0,2,8.54,Placed
82,59,46,98,96,0,0,8.78,Placed
48,38,81,40,51,3,1,8.23,Placed
65,95,44,51,64,0,1,9.82,Placed
57,37,71,35,94,5,1,6.03,Placed
49,55,61,21,35,4,2,7.62,Placed
89,100,96,80,49,5,3,6.49,Placed
47,89,98,78,39,0,2,9.38,Placed
100,25,68,52,34,5,3,7.13,Placed
50,82,57,48,86,0,0,9.99,Placed
78,96,66,50,83,5,3,7.11,Placed
80,33,55,55,52,5,2,7.1,Placed
93,52,65,30,21,0,3,6.21,Placed
71,48,95,75,54,0,3,7.8,Placed
93,92,68,97,86,5,3,5.21,Placed
46,95,32,93,32,0,1,6.8,Placed
83,97,73,70,25,2,3,9.26,Placed
76,86,24,71,100,5,3,8.35,Placed
41,47,92,43,23,5,2,5.49,Placed
98,72,23,78,52,2,2,6.76,Placed
55,55,77,26,61,3,2,8.84,Placed
50,46,91,90,61,5,3,8.77,Placed
89,42,83,31,62,2,1,6.58,Placed
59,32,31,71,60,4,3,8.2,Placed
88,68,45,53,82,2,2,9.03,Placed
